2,GENERAL,,General Notes ,,,,GSP Information,Answer,,,
CC/Other,,,Climate Change,2,"Does the GSP incorporate climate change into surface water flow inputs (e.g., imported water, streamflow) for the projected water budget?","No: Surface water inputs are not accounted for in projected water budgets
Somewhat: CC in surface water flows, BUT imported water not adjusted 
Yes: Surface water flows adjusted for climate change (DWR change factors for spreadsheet model, modeled with adjusted precip and ET for numerical model) and if there is imported water, it is adjusted as well.","projected water budget, surface water flow, input",Somewhat,"The projected future model scenarios involve simulating conditions in the ECC Subbasin from water year 2019 through water year 2068. Various future projected model scenarios were developed for this GSP document:
1) Future Land Use Change – this model scenario incorporates anticipated urban growth by 2026, as provided by Contra Costa County, with repeated hydrology;
2) Future Climate Change – this model scenario utilizes the land use change (urban growth) as well as the 2070 Central Tendency climate change adjustment factors to hydrologic conditions including evapotranspiration (ET), precipitation, surface water levels, and diversions;
3) Future Sea Level Rise – this model scenario utilizes the land use change (urban growth) in addition to incremental sea level rise on the northern surface water bodies in the ECCSim model domain, while using repeated hydrology;
4) Future Climate Change Plus Sea Level Rise – this model scenario incorporates land use change (urban growth), as well as both climate change and sea level rise adjustments to the hydrology;
5) Sustainable Yield – this model scenario incorporates land use change (urban growth) but was developed to increase groundwater pumping to determine an estimated sustainable yield of the East Contra Costa Subbasin.
The future land use scenario results in a larger urban footprint (Figure 5-2) based on planning information from the County15. Hydrology including evapotranspiration, precipitation, and surface water levels were adapted from values from previous years using the pattern of water year type associated with the historic 50-year time period (1954 to 2003). Development of the future climate change hydrology conditions inputs are based on DWR’s Guidance for Climate Change Data Use During Groundwater Sustainability Plan Development document (DWR, 2018). DWR provides climate change adjustment values for climate data, streamflow data, and sea-level rise information. These adjustments are applied to historical hydrology to achieve a future hydrologic period of 50 years that are representative of hydrology potentially occurring in the future. The 2070 central tendency climate change scenario was selected for this future climate scenario analysis.
&&
Contra Costa Water District draws water from the Delta primarily under a contract with the federal Central Valley Project (CVP). Surface water is diverted at two intake locations within the Subbasin: Rock Slough and Old River (Figure 2-4). Two entities in the Subbasin purchase water from CCWD: City of Antioch and Diablo Water District. In addition, CCWD diverts and conveys ECCID surface water for the City of Brentwood.","Page 5-11 / 5.5.3
Page 3-26 / 2.3.8","1. Is the water budget made with a numerical model or spreadsheet model? Numerical
2. If spreadsheet, are DWR surface water change factors included? Numerical, but DRW change factors used nonetheless
3. Is there imported water in the water budget? Is this adjusted for climate change? Imported water not adjusted or given a line in the WB"
CC/Other,,,Climate Change,2,Does the GSP incorporate climate change into sea level inputs for the projected water budget?,"No: Does not mention or apply sea level rise into projected water budget though located in vicinity of coastal region
Somewhat: no somewhat for this question
Yes: Clear sea level rise projections under climate change incorporated into projected water budget","projected water budget, sea level, input",Yes,"The projected future model scenarios involve simulating conditions in the ECC Subbasin from water year 2019 through water year 2068. Various future projected model scenarios were developed for this GSP document:
1) Future Land Use Change – this model scenario incorporates anticipated urban growth by 2026, as provided by Contra Costa County, with repeated hydrology;
2) Future Climate Change – this model scenario utilizes the land use change (urban growth) as well as the 2070 Central Tendency climate change adjustment factors to hydrologic conditions including evapotranspiration (ET), precipitation, surface water levels, and diversions;
3) Future Sea Level Rise – this model scenario utilizes the land use change (urban growth) in addition to incremental sea level rise on the northern surface water bodies in the ECCSim model domain, while using repeated hydrology;
4) Future Climate Change Plus Sea Level Rise – this model scenario incorporates land use change (urban growth), as well as both climate change and sea level rise adjustments to the hydrology;
5) Sustainable Yield – this model scenario incorporates land use change (urban growth) but was developed to increase groundwater pumping to determine an estimated sustainable yield of the East Contra Costa Subbasin.
The future land use scenario results in a larger urban footprint (Figure 5-2) based on planning information from the County15. Hydrology including evapotranspiration, precipitation, and surface water levels were adapted from values from previous years using the pattern of water year type associated with the historic 50-year time period (1954 to 2003). Development of the future climate change hydrology conditions inputs are based on DWR’s Guidance for Climate Change Data Use During Groundwater Sustainability Plan Development document (DWR, 2018). DWR provides climate change adjustment values for climate data, streamflow data, and sea-level rise information. These adjustments are applied to historical hydrology to achieve a future hydrologic period of 50 years that are representative of hydrology potentially occurring in the future. The 2070 central tendency climate change scenario was selected for this future climate scenario analysis. Regarding sea level rise, DWR’s Guidance Document mentions that sea-level rise estimates by the National Research Council (NRC) provide two values of expected sea-level rise as median predicted values for the years 2030 and 2070. These two values are 15 and 45 centimeters, respectively, or about 0.5 to 1.4 feet of sea-level rise. Values were assigned on an annual basis through linear interpolation of these projections.",Page 5-11 / 5.5.3,
CC/Other,,,Climate Change,2,Does the GSP calculate a sustainable yield based on the projected water budget with climate change incorporated?,"No: Sustainable yield not provided or is not calculated based on projected water budget with climate change
Yes: Sustainable yield is calculated based on projected water budget with climate change (ranges based on different future scenarios is OK)","sustainable yield, projected water budget",Yes,"Table 5-19 shows average groundwater budget components for a subset of the sustainable yield model runs used to develop an estimate of sustainable yield, using groundwater budget terms within the range of values seen during the Base Period. The cumulative change in storage is plotted for selected sustainable yield scenario runs to test the Increased pumping to levels to aquifer storage depletion or replenishment (Figure 5-17). The sustainable yield value of 74,500 AFY satisfies the criteria for not negatively impacting surface water features or altering flow patterns between neighboring subbasins, but still results in aquifer replenishment over time. Sustained pumping of 74,500 AFY will result in slightly less reliance on drains, while maintaining a cumulative change in storage above zero without depleting surface water or negatively impacting neighboring subbasins. In summary, the sustainable yield scenario for the East Contra Costa Subbasin is approximately 74,500 AFY. This amount of groundwater extraction does not result in storage depletion, does not result in surface water depletion beyond levels seen in the model Base Period (when the basin was full), reduces the drain outflow, and reduces reliance on surface water deliveries.",Page 5-51 / 5.9,Sustainable Yield estimated off projected budget components
WQ,SUSTAINABLE MANAGEMENT CRITERIA,Undesirable Results,Domestic,1,Does the GSP analyze direct or indirect impacts on domestic drinking wells when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels and 2) Water Quality (See line 24)?,"NO: no mention Somewhat: explicit mention of drinking water users, but not well analyzed; mention impact on one of the UR, mentioning some of the COCs. YES: clear impact on drinking water users & explanation of all COCs","domestic well, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",Somewhat,"SGMA requires each GSP to consider the consequences of undesirable results even if they have not occurred historically or are projected to occur in the future. The ECC GSP defines significant and unreasonable chronic lowering of groundwater levels as:  Unreasonable reduction or loss of water well capacity that cannot be mitigated, applies to: o Agricultural wells o Commercial o Domestic supply wells  Municipal supply wells  Small water system wells  Private domestic wells o Industrial wells&&&
7.3.1.4. Potential Effects of Undesirable Results
A potential effect for the chronic lowering of Shallow Zone groundwater levels is the potential impact to domestic well owners whose wells may go dry and decrease shallow water available to groundwater dependent ecosystems. These changes could impact property values, quality of life, and environment in the ECC Subbasin. Changes in groundwater levels in the Deep Zone where pumping for large systems serving municipalities occurs could impact groundwater supply reliability and increase costs for consumers throughout the Subbasin.&&&
7.3.4.1. Undesirable Results
Significant and unreasonable changes in groundwater quality as a result of implementing sustainable management policies, projects, or other actions could occur if they cause any of the following:  Increases in concentrations of key groundwater quality constituents above drinking water maximum contaminant limits (MCLs) that reduce groundwater availability for domestic, agricultural, municipal, or environmental beneficial uses.  Changes in water quality that cause economic burdens placed on users to treat or replace sources of groundwater supply including but not limited to increased treatment costs to mitigate elevated mineral content such as hardness.  Adverse impacts to agricultural crop production, yield, and/or quality.  Migration of contaminants to domestic or agricultural sources of supply.  Movement or increases in currently unregulated chemical constituents that adversely impact beneficial uses and users of groundwater. &&&
Overall, groundwater quality is satisfactory for the various beneficial uses in the ECC Subbasin. Some parts of the Subbasin experience naturally elevated TDS and chloride that are near or exceed the recommended SMCL indicating a higher baseline for these constituents. Elevated nitrate concentrations occur in shallow wells near Brentwood with concentrations exceeding the MCL attributable to past agricultural practices. Arsenic is generally less than the MCL and boron concentrations are naturally elevated in most wells. Water hardness varies and in some cases adds financial burdens on users needing to use water softeners. For municipalities, TDS and hardness may lead to customer dissatisfaction and limit the ability to blend groundwater with treated surface water under conjunctive use. In order to meeting customer water hardness expectations municipalities may be required to install expensive water treatment systems. &&&
","Page 7-7 / 7.3.1.2
Page 7-8 / 7.3.1.4
Page 7-23 / 7.3.4.1
Page 7-20 / 7.3.3.4","1. Do they mention Drinking water users for UR? Yes
2. Which URs mention Drinking Water Users? Yes
3. Are impacts to Drinking Water users well analyzed? (mention well elevation and quality impacts) Not in Groundwater quality
4. Are all impacts of all COCs described? They have mentioned them not deep evaluation
They mention potential effects for lowering of GW quality is the same with sea water intrusion which has been added here."
Stakeholder & WQ,,,DACs,1,"Does the GSP analyze direct and indirect impacts on DACs when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, and 2) Water Quality (see line 24)?","NO: no mention of DACs Somewhat: mention DACs, but not well analyzed Yes: impacts to DACs analyzed and described (describe impact to DAC well elevations/quality)","disadvantaged communit*, DAC, tribal, tribe, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",Somewhat,"7.3.3.4. Potential Effects of Undesirable Results
Baywater intrusion into the ECC Subbasin could cause the groundwater supply to become more saline and impact the use of groundwater for domestic, municipal, and agricultural purposes. Historically, there have been no limitations on the primary groundwater supply source (the Deep Aquifer Zone) due to elevated chloride concentration. The state’s upper maximum contaminant level chloride concentration is 500 mg/L. The potential effects of undesirable results for seawater intrusion are: o Reduced available supply requiring users to replace wells or seek alternative sources of supply. o Cause economic hardships on domestic wells users, many of which reside in DACs, to install water treatment or seek alternative sources. o Added costs to systems serving municipalities to install treatment systems or seek alternate sources. o Reduced groundwater quantity and quality for agricultural supply. o Adverse effects to groundwater dependent ecosystems due to changes in freshwater quantity (e.g., outflow) and/or quality. o Adverse effects on property values for landowners that rely on groundwater for domestic and agricultural supply.",Page 7-20 / 7.3.3.4,"1. Do they mention DACs for UR? Yes
2. Which URs mention DACs? They mention potential effects for lowering of GW quality is the same with sea water intrusion. Added here
3. Are impacts to DACs well analyzed? No


"
Stakeholder & WQ,,,Tribes,1,"Does the GSP analyze direct and indirect impacts on Tribes when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, 2) Water Quality (see line 24), and 3) Depletions of Interconnected Surface Waters?","NO: no mention of Tribes 
Somewhat: mention Tribes, but not well analyzed
Yes: impacts to tribes analyzed and described (describe impact to Tribal wells/elevations)","disadvantaged communit*, DAC, tribal, tribe, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",Not Applicable,,,"1. Do they mention Tribes for UR?
2. Which URs mention Tribes?
3. Are impacts to Tribes well analyzed?
"
ISW/GDE & WQ,,,Ecosystems,1,"Does the GSP analyze direct and indirect impacts on GDEs when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, 2) Water Quality, and 3) Depletions of Interconnected Surface Waters?","NO: no mention of GDEs Somewhat: mention GDEs, but not well analyzed; only for 1 or 2 URs Yes: impacts to GDEs analyzed and described ( impacts to specific species - cause and effect ecosystem, e.g. dieback, impacts to habitat)","groundwater dependent ecosystem, GDE, groundwater-dependent ecosystem, instream, environment, undesirable result, groundwater levels, water quality, groundwater quality, depletion of surface water, ISW",Somewhat,"Significant and unreasonable depletions of interconnected surface waters in the Subbasin are defined as:  Depletions that result in reductions in flow or stage of major rivers and streams that are hydrologically connected to groundwater in the Subbasin and which cause significant and unreasonable impacts on beneficial uses and users of surface water and the environment. The relationship between shallow groundwater levels and potential impacts on species and habit will be evaluated as data are collected from the expanded Shallow Zone monitoring network discussed in Section 6.

Potential Effects of Undesirable Results Depletions of interconnected surface water could result in:  Reduction in flows that negatively impact aquatic species and groundwater dependent ecosystems.",Page 7-32 / 7.3.6.2,"1. Do they mention GDEs for UR? Yes
2. Which URs mention GDEs? depletions of ISWs only
3. Are impacts to GDEs well analyzed? no
"
WQ,,Minimum Thresholds,All,2,Does the GSP establish Water Quality minimum thresholds and measurable objectives for the identified constituents/contaminents identified in the plan area (see line 24)? Please identify which constituents have Minimum Thresholds and Measurable Objectives in the Notes.,No - none Somewhat - only some COCs Yes - both,"minimum threshold, water quality, groundwater quality, contaminent, constituent of concern, COC",Yes,"7.3.4.7. Degraded Groundwater Quality Minimum Thresholds
Minimum thresholds were set to represent conditions considered just above conditions that could cause undesirable results in the ECC Subbasin as discussed in (Section 3). Table 7‐3 lists the constituents of concern, the reason for concern, and the drinking water standard/minimum threshold. The TDS minimum threshold of 1,000 mg/L is generally protective for domestic and agricultural uses. TDS is secondary standard established for aesthetic purposes such as taste, odor, and color and not based on public health concerns. Note: public water system threshold of 500 mg/L for TDS.
7.3.4.13. Measurable Objectives and Interim Milestones
Measurable objectives for degraded groundwater quality are the desired conditions for the Subbasin and are based on maintaining the current water quality in the Subbasin. The measurable objectives for each RMS are the average concentrations (2013 to 2017) for each constituent of concern for each RMS (Figure 6‐5). Table 7‐4 presents the measurable objectives for each RMS. If a RMS does not have groundwater quality data during this period, the cells are left blank, and it will be calculated after five years of data collection.
Since the groundwater quality in the Subbasin is currently sustainable and above minimum thresholds for all RMSs (Figure 6‐5), the interim milestones are set at the same values as the measurable objectives shown in Table 7‐4. No changes in quality are expected from projects and management actions implemented to achieve sustainability.","Page 7-25 / 7.3.4.7
Table 7-3 & 7-4
Page 7-27 / 7.3.4.13.","1. Are MT and MO set for COCs? Yes
2. Do they set MT and MO for all COCs? Yes
They have some data gaps regarding some parts of the basin for setting MO"
WQ,,,All,2,"Are Water Quality minimum thresholds based on or within the Maximum Contaminent levels (MCLs)? Answer Yes = for identified constituents; Somewhat = for some of the identified constituents; No = none of the identified constituents; Not Applicable should never be an answer for this question. Note: Secondary MCLs are ok for TDS, sulfate, chloride, manganese, iron.",No - none Somewhat - only some COCs Yes - both,"maximum contaminent level, MCL, minimum threshold, water quality, groundwater quality, contaminent, constituent of concern, COC",Yes,,Table 7-3,"1. Are MT set at MCL level for COCs? Yes
2. Are all MT set at MCL level? Yes, TDS is set at SMCL

"
WQ,,,Drinking Water Users,1,"Does the GSP evaluate the cumulative or indirect impacts of proposed groundwater elevation and water quality minimum thresholds on drinking water users (e.g., domestic wells, municipal water suppliers)? ",NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, disadvantaged communit*, drinking water users, domestic, domestic wells, groundwater levels, water quality, groundwater quality",Yes,"Based on the modeling results, minimum thresholds for chronic lowering of groundwater levels are quantified using the lowest historical water levels observed in a well plus 10 feet. If the MT in any well is exceeded over three consecutive years, indicating a trend, and do not recover in normal to wet years, undesirable results would be evaluated in terms of affects related to sustainable management activities Since groundwater levels in the ECC Subbasin have been stable historically through the present and are projected to remain that way in the future, this is a conservative approach that will be adapted as additional groundwater level data and experience is accumulated. The modeling tool developed in (Section 5) provides additional support for the conservative nature of this approach.&&&
The minimum thresholds for chronic lowering of groundwater levels at each RMS is set at an elevation, when evaluated collectively, that could produce undesirable results in the ECC Subbasin. They are the following: 1. The minimum threshold for each RMS is set at a level for which the sustainable yield is exceeded based on groundwater flow model scenario (see Section 5). 2. Where chronic level declines do not exceed the sustainable yield, but otherwise cause undesirable results as described in this GSP. 3. For domestic wells, a minimum threshold which indicates that the 10th percentile of this category experiences a drop below the top perforations within the section where the RMS is located. This is considered protective of the water supply sustainability because it considers the most sensitive conditions of well operations.&&&
Information on domestic wells installed in the past 30 years and for which perforation intervals were listed was downloaded from DWR’s Well Completion Report Map Application (DWR, 2019) dataset. Figure 7‐3 shows the number of wells (color coded) and the shallowest well perforations (numeric value in each square). There is a wide range of completion interval for this category of well with the shallowest perforations indicating that some wells pump, at least partially, from the Shallow Zone, while the deeper perforations target only the Deep Zone. Wells completed in the Shallow Zone are generally isolated from pumping in the Deep Zone, where most pumping occurs in the Subbasin, by confining zones that prevent propagation of impacts vertically. Wells that pump solely in the Shallow Zone will ultimately be protected through the MTs and MOs being developed through expansion of shallow monitoring throughout the Subbasin. The Deep Zone wells will be protected through the MTs and MOs assigned to the RMS in Table 7‐2.&&&
Rural residential land uses and users. The chronic lowering of groundwater level minimum thresholds protects most domestic users of groundwater by considering the depths to which wells are completed and protection of reasonable operating margins for available pumping drawdown. Urban land uses and users. The chronic lowering of groundwater level minimum thresholds are set so that existing and projected water demands can be met through typical well and pumping configurations
(e.g., depths, perforation intervals, pumping lifts).&&&
7.3.4.6. Information Used and Methodology The information used to establish the degraded groundwater quality minimum threshold includes:  Historical groundwater quality from basin‐wide monitoring wells in the ECC Subbasin.  Depths and locations of existing wells.  Federal and state drinking water quality standards.  Information from interested parties of significant and unreasonable conditions. Federal and state drinking water quality standards will be used to define degraded groundwater quality minimum thresholds. &&&
Rural residential land uses and users. The groundwater quality minimum thresholds protect domestic users of groundwater by applying drinking water standards.
Urban land uses and users. The groundwater quality minimum thresholds protect municipal supplies by applying the same drinking water standards required under state permits.

","Page 7-9 / 7.3.1.5
Table 7-2 thru 7-3
Figure 7-3
Page 7-11 / 7.3.1.6
Page 7-14 / 7.3.1.9
Page 7-24 / 7.3.4.6
Page 7-26 / 7.3.4.10

","1. Do they mention impact of groundwater elevation MT on drinking water users? Yes
2. Do they mention impact of water quality MT on drinking water users? Yes
3. Do they use quantitative data to describe the harm of crossing the MT? Yes 

"
Stakeholder & WQ,,,DACs,1,Does the GSP evaluate the cumulative or indirect impacts of proposed groundwater elevation and water quality minimum thresholds on DACs?,NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, disadvantaged communit*, DAC, groundwater levels, water quality, groundwater quality",No,,,"1. Do they mention impact of groundwater elevation MT on DACs? No
2. Do they mention impact of water quality MT on DACs? No
3. Do they use quantitative data to describe the harm to DACs of crossing the MT?

"
Stakeholder & WQ,,,Tribes,1,"Does the GSP evaluate the cumulative or indirect impacts of proposed groundwater elevetion, ISW and water quality minimum thresholds on Tribes? ",NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, disadvantaged communit*, DAC, tribal, tribe, groundwater levels, water quality, groundwater quality",Not Applicable,,,"1. Do they mention impact of groundwater elevation MT on Tribes? No
2. Do they mention impact of water quality MT on Tribes? No
2. Do they mention impact of ISW MT on Tribes? No
4. Do they use quantitative data to describe the harm to Tribess of crossing the MT?
"
ISW/GDE & WQ,,,Ecosystems,1,Does the GSP evaluate the cumulative or indirect impacts of proposed minimum thresholds for groundwater elevations and ISW on GDEs or environmental beneficial users of surface water?,NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, environmental beneficial user, instream, groundwater levels, water quality, groundwater quality, depletion of surface water ISW",Somewhat,"Depletion of interconnected surface waters. It is recognized that shallow groundwater and surface water are interconnected in the delta region including portions of the ECC Subbasin. Changes in groundwater elevation could impact GDE areas as a result in decreased outflow of fresh groundwater due to chronic water level declines.

&& Environmental uses and users. Environmental uses include groundwater dependent ecosystems for which data gaps have been identified and new monitoring installations planned. Initially, a baseline shall be established to provide a basis for identifying effects of chronic lowering of groundwater and setting protective minimum thresholds.

&& The interconnected surface water minimum thresholds are set to avoid effects on beneficial users and land uses in the Subbasin:  Domestic and agricultural well owners: Currently there are no reported shallow groundwater level declines in the Subbasin and none are expected by employing a minimum threshold for this indicator.  Urban land uses and users: No changes are expected since no changes to shallow groundwater are expected.  Environmental land uses and users. The minimum threshold is set to protect GDEs near streams where there is a connection to shallow groundwater.","Page 7-14 / 7.3.1.7 

&& Page 7-14 / 7.3.1.9

&& Page 7-34 / 7.3.6.7","1. Do they mention impact of groundwater elevation MT on GDEs? somewhat 
2. Do they mention impact of ISW MT on GDEs? somewhat 
3. Do they use quantitative data to describe the harm of crossing each of the MT? no

"
WQ,,Measurable Objectives,Drinking Water Users,2,Does the GSP consider Drinking Water Users when establishing water quality and groundwater elevation measurable objectives?,NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"drinking water users, domestic, measurable objective, water quality, groundwater quality, contaminent, constituent of concern, COC",No,,,"1. Does the GSP mention Drinking Water Users for water quality MO? No
2. Does the GSP mention Drinking Water Users for groundwater elevation MO? No
3. Do they justify/evaluate the MOs based on Drinking Water users water needs?
"
Stakeholder & WQ,,,DACs,2,Does the GSP consider DACs when establishing water quality and groundwater elevation measurable objectives?,NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"measurable objectives, disadvantaged communities, DAC",No,,,"1. Does the GSP mention DACs for groundwater elevation MO? No
2. Does the GSP mention DACs for ISW MO? No
3. Do they justify/evaluate the MOs based on DAC water needs?

"
Stakeholder & WQ,,,Tribes,2,"Does the GSP consider Tribes when establishing water quality, ISW and groundwater elevation measurable objectives?",NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"measurable objectives, tribal, tribes",Not Applicable,,,"1. Does the GSP mention Tribes for WQ MO? No
2. Does the GSP mention Tribes for groundwater elevation MO? No
3. Does the GSP mention Tribes for ISW MO? No
4. Do they justify/evaluate the MOs based on Tribal water needs?

"
ISW/GDE & WQ,,,Ecosystems,2,Does the GSP consider GDEs when establishing ISW and groundwater elevationmeasurable objectives?,NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"measurable objectives, groundwater dependent ecosystems, environmental beneficial user",No,,,"1. Does the GSP mention GDEs for ISW MO? no
2. Does the GSP mention GDEs for groundwater elevation MO? no
3. Do they justify/evaluate the MOs based on GDE water needs? no

"
RMS/Maps,MONITORING NETWORK,,DACs / Tribes / Drinking Water Users,1,"Do the Representative Monitoring Sites (RMS) in the monitoring network adequately represent water quality conditions around DACs, domestic wells, and Tribes (In the case of data gaps, evaluate proposed monitoring sites)? In the notes, please specify whether RMS for each of the contaminents identified in the basin (see line 24). Answer Yes = existing and proposed monitoring wells are adequately distributed across DAC, domestic well, and Tribal areas; Somewhat = existing and proposed RMS do not adequately cover DAC, domestic well, and Tribal portions of the basin; No = Existing and proposed RMS are not available within DAC, domestic well, and Tribal areas.","NO = RMS are not located within one  mile of any DACs, domestic wells, or tribes
Somewhat = RMS are within one mile of at least one DAC, domestic well or tribe
Yes = RMS are within one mile of ALL DAC, domestic and tribal communities within the basin boundary
","water quality, contaminents, COC, data gap, disadvantaged communit*, DAC",Somewhat,"The representative monitoring network for the Shallow Zone is the same as the Basin-wide monitoring network (see Figure 6-4). The Deep Zone representative monitoring network is a subset of the Basin-wide Monitoring Network and consists of 4 existing wells in the zones of municipal pumping plus one new well (Antioch) and an existing deep well on Bethel Island (DWD) that are both areas of data gaps discussed under groundwater level monitoring (see Figure 6-5). Table 6-8 lists features of the representative monitoring wells in both Shallow Zone and Deep Zone aquifers. For the Deep Zone, the selected representative wells in areas of high production are municipal wells that are completed solely in the deepmaquifer zone and for which historical and ongoing water quality testing data are available.","6-19 / 6.2.3.2

6-16, Table 6-8 / 6.2.3.1

6-18, Figure 6-4 ","1. How were WQ RMS listed? (CASGEM ID, lat/long, described) lat/long in appendix, local well name in main GSP. Not all wells are in the well construction table. May need to reach out to get other locations.
2. How many WQ RMS were we able to map? (all, some, none) Some
3. Of those mapped, was there a well within 1 mile of DACs? Yes
4.Of those mapped, was there a well within 1 mile of Tribes? n/a
5. Of those mapped, was there a well within 1 mile of domestic wells? Yes

The deep aquifer is monitored a lot more than the shallow aquifer that affects DACs, tribes, drinking water users and GDEs. There are only 4 shallow water quality RMPs in the basin. One is located near the majority of DACs and SDACs in the basin, but based on a one mile buffer misses some of these groups. SDAC block group by Big Break has no monitoring for WQ. One WQ monitoring well is in a DAC block group but based on a one mile buffer doesn't completely represent the area. DAC and SDAC block groups near Brentwood are not monitored in the shallow zone. "
RMS/Maps,,,DACs / Tribes / Drinking Water Users,1,"Do the Representative Monitoring Sites (RMS) in the monitoring network adequately represent shallow groundwater elevations around DACs, domestic wells, and Tribes (In the case of data gaps, evaluate proposed monitoring sites). In the notes, please specify any deficiencies in the distribution of representative monitoring sites (RMS). Yes = existing and proposed monitoring wells are adequately distributed across DAC, drinking wells, and tribal areas; Somewhat = existing and proposed RMS do not adequately cover DAC, drinking wells, and tribal portions of the basin; No = Existing and proposed RMS are not available within DAC, drinking wells, and tribal areas.","NO = RMS are not located within a mile of any DACs, domestic wells, or tribes
Somewhat = RMS are within one mile of at least one DAC, domestic well or tribe
Yes = RMS are within one mile of ALL DAC, domestic and tribal communities within the basin boundary
","shallow monitoring well, data gap, disadvantaged communit*, DAC, tribal, tribe",Somewhat,,"7-10, Table 7-2 /7.3.5.1
&&
6-10, Figure 6-2 
&&
Table on pg 6-7 & 6-8","1. How were Elevation RMS listed? (CASGEM ID, lat/long, described) lat/long
2. How many Elevation RMS were we able to map? (all, some, none) all
3. Of those mapped, was there a well within 1 mile of DACs? Yes
4.Of those mapped, was there a well within 1 mile of Tribes? n/a
5. Of those mapped, was there a well within 1 mile of domestic wells? Yes

There are 6 WQ RMS for the deep aquifer and only 4 for the shallow. Deep aquifer RMP represents the upper part of the DAC block group by Franks Tract. Shallow aquifer RMP represents the lower part of the DAC block group by Franks Tract. Large amount of DAC and SDAC block groups in upper left of the basin that are only monitored by one well and based on a one mile buffer, this well does not cover the entire DAC area."
ISW/GDE,,,Environment,1,Does the GSP include a plan to identify and fill shallow monitoring well data gaps around GDEs and ISWs in the monitoring network?,"No plan in place to identify and fill shallow well data gaps around GDEs and ISWs; no potential plan
  = no
Mention of shallow monitoring data gap and need to fill but no detailed plan in monitoring network or PMAs; contradictory statements in different sections; potential PMA; City is handling it = somewhat
GSP has a clear plan to fill spatial and/or temporal data gaps with regards to GDEs and ISWs in monitoring network section or PMAs
. = yes","shallow monitoring well, data gap, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE ",Yes,"The Subbasin has multiple GDE areas, mostly in the Delta in the north along the San Joaquin River and the east along the Old River in addition to various canals located in the east. However, these areas have minimum groundwater pumping from mostly domestic wells (Figure 2-3a). TODB is wholly reliant on groundwater and has GDEs noted around the town; a shallow zone groundwater monitoring well has been identified as a Data Gap and will be installed as part of this GSP. Brentwood also uses groundwater but no GDEs are noted in the area; however, three shallow zone monitoring wells are part of the monitoring network. Bethel Island has a groundwater production well that is located near GDEs for both wetlands and vegetation, and this also has been identified as a Shallow Zone monitoring well Data Gap. The southern portion of the Subbasin has small areas of GDEs but with no municipal groundwater production; however, this area is also identified as a Shallow Zone monitoring well Data Gap for this GSP.

&& The installation and instrumentation of 9 Shallow Zone groundwater level monitoring wells at four sites are planned as part of the preparation of this GSP and will be implemented under a Proposition 68 grant from DWR. Figure 6-3 shows the new monitoring wells and existing Shallow Zone monitoring network in relation to other beneficial users of groundwater in the ECC Subbasin: Disadvantaged Areas, small public water systems, GDEs, and de minimis users (domestic well owners)

&& Currently there is an incomplete understanding of the interconnected surface water systems in the Subbasin. This is expected to be remedied through installation of shallow multiple completion monitoring wells (eight wells at four sites as part of this GSP) and future monitoring efforts related to this GSP.","Page 3-72 / 3.3.9

&& Page 6-12 / 6.2.2.5

&& Page 6-23 / 6.2.6","1. Is there a plan to fill shallow groundwater wells in the monitoring network section? yes
2.And/OR is there a plan to fill shallow groundwater wells in the PMA section? no"
ISW/GDE,,,Environment,2,Does the GSP include any plans to incorporate GDE-related biological monitoring into the monitoring network?,"No plan or mention of biological monitoring 
  = no
Some coordination with other agencies; Mention of the possibility of future biological monitoring/surveys = somewhat
Clear plans for biological monitoring are described; Remote sensing; field surveys, etc. = yes","GDE Pulse, NDVI, normalized difference vegetation index, biologic*, survey, vegetation, fish",Somewhat,Future updates to the GSP will include refinement of GDE locations in the Subbasin as land use changes.,Page 3-73 / 3.3.9,"1. Is there a plan in place for biological monitoring, including but not limited to field surveys, remote sensing (NDMI, NDVI), aerial photographs? somewhat/no - the plan briefly mentions that it will refine GDE locations as land use changes, but no more details provided.

The plan did include an NDVI analysis of GDE health in the plan. But no solid plans to continue this type of work in the implementation."
