Lauren,,,Climate Change,2,"Does the GSP incorporate climate change into surface water flow inputs (e.g., imported water, streamflow) for the projected water budget?","No: Surface water inputs are not accounted for in projected water budgets
Somewhat: CC in surface water flows, BUT imported water not adjusted 
Yes: Surface water flows adjusted for climate change (DWR change factors for spreadsheet model, modeled with adjusted precip and ET for numerical model) and if there is imported water, it is adjusted as well.","projected water budget, surface water flow, input",Yes,"6.6.2.1. Future Surface Water Budget.  The future surface water budget includes average inflows from local imported supplies, average inflows from local supplies, average stream outflows, and average stream percolation to groundwater. Table 6-21 summarize the average components of the historical average and projected surface water budget. Because the timeline of preparing the GSP chapters required completions prior to the completion of the integrated surface water/groundwater model, the historical average values and the current values presented in Tables 6-21 and 6-22 are taken from the analytical water budget analysis presented in this chapter. The future water budget values presented are taken from the average 2020-2044 GSFLOW model output for the climate change scenario. These are different methods of analysis, and as a result some of the future water budget results are different in magnitude and, in some cases, water budget component categories, from the analytical water budget results. Differences in values between some of  the component categories of the water budget may be attributable to differences in estimation methods between the analytical approach and the modeling approach. In addition, many of the differences relate to the surface water/groundwater component of the water budget, which has a lack of reliable data during the historical period of record. If future water budgets are developed using the model, past and future estimates will likely be more consistent.","6-64 / 6.6.2.1
Table 6-21","1. Is the water budget made with a numerical model or spreadsheet model? Numerical
2. If spreadsheet, are DWR surface water change factors included?
3. Is there imported water in the water budget? Is this adjusted for climate change? Yes there is imported water in the water budget and according to the text ""are taken from the average 2020-2044 GSFLOW model output for the climate change scenario.""",
Lauren,,,Climate Change,2,Does the GSP incorporate climate change into sea level inputs for the projected water budget?,"No: Does not mention or apply sea level rise into projected water budget though located in vicinity of coastal region
Somewhat: no somewhat for this question
Yes: Clear sea level rise projections under climate change incorporated into projected water budget","projected water budget, sea level, input",Not Applicable,,,,
Lauren,,,Climate Change,2,Does the GSP calculate a sustainable yield based on the projected water budget with climate change incorporated?,"No: Sustainable yield not provided or is not calculated based on projected water budget with climate change
Yes: Sustainable yield is calculated based on projected water budget with climate change (ranges based on different future scenarios is OK)","sustainable yield, projected water budget",No,"The sustainable yield of the Basin was estimated at 5,800 AFY (2,500 AFY for San Luis Valley and 3,300 AFY for Edna Valley) based on a review of data for the period from water year 1987 through water year 2019. The projects and management actions described in Chapter 9 (Projects and Management Actions), and implementation plan as described in Chapter 10 (Implementation Plan), are developed with the objective of reducing groundwater pumping in the Edna Valley such that there is no overdraft on a long-term basis. Absent any significant changes in land use patterns or climatological factors, there is no reason to expect that the sustainable yield estimate developed in this chapter will vary significantly prior to the next scheduled revision and update of this GSP. An update of the water budget and sustainable yield estimate may be recommended at the next update of the GSP, particularly if significant drought conditions are experienced in the coming years; if it becomes arguable that we are entering a new drought of record, that would constitute new climatological conditions that would necessitate a revision of the sustainable yield estimate. However, for the current planning period it is assumed that the future sustainable yield estimate will be approximately equal to that presented previously in this chapter.",6-67 / 6.6.2.4,,
Sara,SUSTAINABLE MANAGEMENT CRITERIA,Undesirable Results,Domestic,1,Does the GSP analyze direct or indirect impacts on domestic drinking wells when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels and 2) Water Quality (See line 24)?,"NO: no mention Somewhat: explicit mention of drinking water users, but not well analyzed; mention impact on one of the UR, mentioning some of the COCs. YES: clear impact on drinking water users & explanation of all COCs","domestic well, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",Somewhat,"The significant and unreasonable degradation of water quality would be an undesirable result. As discussed in Section 7.2.2, groundwater quality constituents in the Basin that have been selected for groundwater quality indicator monitoring include TDS, Nitrate, and Arsenic. Selenium has been observed at concentrations that affect well operations at individual wells in the Basin, but it does not appear to be a widespread issue throughout the Basin.&&&
The Basin will be considered to have Undesirable Results if, for any 5-year GSP Update period, an increase in groundwater quality minimum threshold exceedances is observed at 20 percent or more of the RMSs in the Basin, as a result of groundwater management implemented as part of the GSP.&&&8.5.1.1. Criteria for Establishing Undesirable Results (§354.26(b)(2))
Significant and unreasonable Chronic Lowering of Groundwater Levels in the Basin are those that:
• Reduce the ability of existing domestic wells of average depth to produce adequate water for domestic purposes (drought resilience).
• Cause significant financial burden to those who rely on the groundwater basin.
• Interfere with other SGMA Sustainability Indicators.
8.5.1.2. Possible Causes for Undesirable Results (§354.26(b)(1)) Conditions that could theoretically lead to an undesirable result include the following: • Continuation of current levels of Edna Valley groundwater pumping without development of additional water supply projects, or development of additional municipal or agricultural pumping at significantly higher rates than are currently practiced. Maintenance of current or additional non-de minimis pumping may result in continued decline in groundwater elevations and exceedance of the proxy minimum threshold. • Expansion of de minimis pumping. Adding domestic de minimis pumpers in the areas of the Basin administered by the County may result in lower groundwater elevations, and an exceedance of the proxy minimum threshold. • Extensive, unanticipated drought. Minimum thresholds are established based on reasonable anticipated future climatic conditions. Extensive, unanticipated droughts more severe than those on record may lead to excessively low groundwater recharge and unanticipated high pumping rates that could cause an exceedance of the proxy minimum threshold.
8.8.1.1. Criteria for Establishing Undesirable Results §354.26(b)(2)
Criteria used to establish the Undesirable Results for Degraded Water Quality Sustainability
Indicator are observed water quality data and trends that: • Reduce capacity of public water supply systems or unreasonably increase costs for public or private water supply. • Reduce crop production. • Result in constituent concentrations above regulatory primary drinking water standards at supply wells.• Results in constituent concentrations above the RWQCB Basin Objectives for secondary standards (TDS)
8.8.1.2
Conditions that may lead to an undesirable result include the following:
• Changes to Basin Pumping: If the location and rates of groundwater pumping change as a result of projects implemented under the GSP, these changes could cause movement of one of the constituents of concern towards a supply well at concentrations that exceed relevant water quality standards.
• Groundwater Recharge: Active recharge with imported water or captured runoff could cause movement of one of the constituents of concern towards a supply well in concentrations that exceed relevant water quality standards. • Recharge of Poor-Quality Water: Recharging the Basin with water that exceeds a primary or secondary MCL or concentration that reduces crop production could lead to an undesirable result. However, permitting requirements generally preclude this circumstance.
8.8.1.3. Effects of Undesirable Results on Beneficial Users and Land Uses §354.26(b)(3)
As defined in this GSP, undesirable results are established to prevent degradation of water quality within the Basin prior to the implementation of any actions inherent in the management of groundwater in the Basin. This limits the potential impacts of undesirable water quality on beneficial users in the Basin.However, potential effects of undesirable results include:
• Increased water treatment costs for public or private supply wells
• Reduced agricultural production
","pg 7-15 / 7.4.4
Page 8-12 / 8.5.1.1
Pg 8-24 / 8.8.1
8- 26 / 8.8.1.1 thru 8.8.1.3

","1. Do they mention Drinking water users for UR? Yes, domestic drinking water users
2. Which URs mention Drinking Water Users? WQ and GW elevation
3. Are impacts to Drinking Water users well analyzed? No
4. Are all impacts of all COCs described? No, just TDS


They mention domestic water users. 
As for water quality they do set MT and MO for water quality consitites but for undesirable results they just mention TDS.
they have mentioned impacts but more and thorough details are needed on water quality.",
Martha/Sara,,,DACs,1,"Does the GSP analyze direct and indirect impacts on DACs when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, and 2) Water Quality (see line 24)?","NO: no mention of DACs Somewhat: mention DACs, but not well analyzed Yes: impacts to DACs analyzed and described (describe impact to DAC well elevations/quality)","disadvantaged communit*, DAC, tribal, tribe, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",No,,,"1. Do they mention DACs for UR? NO 
2. Which URs mention DACs?  No
3. Are impacts to DACs well analyzed?",
Martha/Sara,,,Tribes,1,"Does the GSP analyze direct and indirect impacts on Tribes when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, 2) Water Quality (see line 24), and 3) Depletions of Interconnected Surface Waters?","NO: no mention of Tribes 
Somewhat: mention Tribes, but not well analyzed
Yes: impacts to tribes analyzed and described (describe impact to Tribal wells/elevations)","disadvantaged communit*, DAC, tribal, tribe, drinking water, undesirable result, groundwater levels, water quality, groundwater quality",No,,,"1. Do they mention Tribes for UR? NO
2. Which URs mention Tribes? No
3. Are impacts to Tribes well analyzed?

",
Becky/Sara,,,Ecosystems,1,"Does the GSP analyze direct and indirect impacts on GDEs when defining Undesirable Results for 1) Chronic Lowering of Groundwater Levels, 2) Water Quality, and 3) Depletions of Interconnected Surface Waters?","NO: no mention of GDEs Somewhat: mention GDEs, but not well analyzed; only for 1 or 2 URs Yes: impacts to GDEs analyzed and described ( impacts to specific species - cause and effect ecosystem, e.g. dieback, impacts to habitat)","groundwater dependent ecosystem, GDE, groundwater-dependent ecosystem, instream, environment, undesirable result, groundwater levels, water quality, groundwater quality, depletion of surface water, ISW",Somewhat,"Criteria used to define undesired conditions for this Sustainability Indicator are those that:
• Significantly or unreasonably reduce the groundwater levels in the vicinity of the creeks such thatsignificant depletion of streamflow results.
• Impact the ability to provide surface water supplies to direct diverters
• Interfere with other SGMA Sustainability Indicators.
The information used for establishing the criteria for undesirable results for the Depletion of Interconnected Surface Water Sustainability Indicator is water levels data collected from three RMS
wells (i.e., SLV-12 and EV-01, and EV-11) that are located immediately adjacent to San Luis Obispo and Corral de Piedras Creek systems. For the present, water levels in these wells will be used as a
proxy indicator of undesirable results.
&&If depletions of interconnected surface water were to reach undesirable results, adverse effects could include the reduced ability of the stream flows to meet instream flow requirements for local fisheries and critical habitat, or reduced ability to deliver surface water supplies to direct users of surface water in the Basin.",Page 8-37 / 8.10.1.1& 8.10.1.3,"1. Do they mention GDEs for UR? Somehow, they mention fisheries and local habitat 
2. Which URs mention GDEs? GW elevation, ISW
3. Are impacts to GDEs well analyzed? Yes
No direct mention of GDE in undesirabloe results section. They do a good job on evaluating depletion of ISW, however they don't explicitly mention GDE, they mention Fisheries and local habitat. Needs to be clear if the habitat is dependant on GW.",
Sara,,Minimum Thresholds,All,2,Does the GSP establish Water Quality minimum thresholds and measurable objectives for the identified constituents/contaminents identified in the plan area (see line 24)? Please identify which constituents have Minimum Thresholds and Measurable Objectives in the Notes.,No - none Somewhat - only some COCs Yes - both,"minimum threshold, water quality, groundwater quality, contaminent, constituent of concern, COC",Somewhat,"Based on the review of groundwater quality in Chapter 5 (Groundwater Conditions), water
quality in the basin is generally good. The primary constituents of concern that exist for both
agricultural wells and public supply wells are: • Total Dissolved Solids (TDS) • Nitrate • Arsenic • Volatile Organic Compounds (PCE and TCE) As noted in Section 5.6.3, based on available information there are two known groundwater contamination plumes in the Basin: The TCE plume along Buckley Road south of the airport, and a PCE plume within the City. Both of these cases are under active investigation with oversight by the RWQCB. The MTs for the constituents of concern are presented in Table 8-3.
8.8.3. Measurable Objectives §354.30(a)(g)
Groundwater quality should not be degraded due to actions taken under this GSP and, therefore, the measurable objectives are defined as zero exceedances as a result of groundwater management, in samples from the Water Quality Monitoring Network wells over the 20-year SGMA implementation horizon.
","Table 8-3
Page 8-30 / 8.8.3","1. Are MT and MO set for COCs? Somehow (They set MT)
2. Do they set MT and MO for all COCs? No, (Not for Boron)
They set MT for :Total Dissolved Solids (TDS) • Nitrate • Arsenic • Volatile Organic Compounds (PCE and TCE) Not for Boron.

No MO is set numerically for any COC's, they set MO for GW quality to zero exceedance of as a result of GW management.",
Sara ,,,All,2,"Are Water Quality minimum thresholds based on or within the Maximum Contaminent levels (MCLs)? Answer Yes = for identified constituents; Somewhat = for some of the identified constituents; No = none of the identified constituents; Not Applicable should never be an answer for this question. Note: Secondary MCLs are ok for TDS, sulfate, chloride, manganese, iron.",No - none Somewhat - only some COCs Yes - both,"maximum contaminent level, MCL, minimum threshold, water quality, groundwater quality, contaminent, constituent of concern, COC",No,"In the Basin, degraded water quality minimum thresholds are based on EPApublished water quality standards (EPA, 2018) for constituents of concern with a primary or secondary MCL to avoid degrading the existing water quality with respect to these constituents in the Basin. (Primary standards refer to chemical constituents in groundwater with a potential impact on human health; secondary standards refer to constituents that may affect taste or odor of drinking water.)",Page 8-28 / 8.8.2.1,"1. Are MT set at MCL level for COCs? NO
2. Are all MT set at MCL level? NO
They say they have set it to MCL or SMCL but which constitutes, they need to show and explain it clearly. 
Based on Data on Table 8-30, the MT for TDS has been set to upper value of SMCL, NItrate is MT level is 10 = MCL, Arsenic MT=MCL,",
Sara,,,Drinking Water Users,1,"Does the GSP evaluate the cumulative or indirect impacts of proposed groundwater elevation and water quality minimum thresholds on drinking water users (e.g., domestic wells, municipal water suppliers)? ",NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, disadvantaged communit*, drinking water users, domestic, domestic wells, groundwater levels, water quality, groundwater quality",Yes,"Urban land uses and users
The groundwater elevation MTs effectively limit the amount of groundwater pumping in the Basin. However, the MTs for the RMSs in the San Luis Valley are established below currently observed
groundwater elevations to allow for reasonable future development of groundwater for potable supply to City residents. If groundwater elevations experience significant and sustained decline in the immediate
vicinity of SLO Creek, this could potentially result in less groundwater discharge to the creek due to areas of interconnected groundwater and surface water. Impacts to stream flows will be monitored with
the augmentation of current data collection programs in San Luis Valley, and the addition of new stream gauges in the Basin.
Domestic land uses and users
The groundwater elevation MTs are established to protect as many domestic wells as possible.
Therefore, the MTs will likely have an overall beneficial effect on existing domestic land uses by
protecting the ability to pump from domestic wells within the Edna Valley portion of the Basin. However,
limited saturated thickness in some localized areas in the Basin of the shallowest domestic wells may
require owners to drill deeper wells if water levels are decreased. Additionally, the groundwater
elevation MTs may limit the increase of non-de minimis groundwater use in order to limit future declines
in groundwater levels caused by non-de minimis domestic pumping.
&&&Urban Land Uses and Users
The degraded groundwater quality minimum thresholds generally benefit the urban water users in the Basin. Limiting the number of additional wells where constituents of concern could exceed primary or secondary MCLs ensures an adequate supply of quality groundwater for municipal use. Management of the Basin to prevent occurrences of these MTs may also result in lowered costs for water treatment. Existing State, Federal, Public Health or Municipal regulations may require that a well not be used if MCLs are exceeded and may supersede any actions related to SGMA-related MT exceedances. Wells in violation of federal, state, and local water quality regulations will have to comply with the specific regulations.
Domestic Land Uses and Users
The degraded groundwater quality minimum thresholds generally benefit the domestic water users in the Basin by maintaining current and acceptable water quality.","Page 8-18/ 8.5.2.4
Page 8-29 / 8.8.2.4","1. Do they mention impact of groundwater elevation MT on drinking water users? Yes
2. Do they mention impact of water quality MT on drinking water users? Yes
3. Do they use quantitative data to describe the harm of crossing the MT? Yes, However they just mention they have set MT they don't show for which constitutes
They have assessed domestic and urban water users on both Lowering of groundwater and water quality.",
Martha/Sara,,,DACs,1,Does the GSP evaluate the cumulative or indirect impacts of proposed groundwater elevation and water quality minimum thresholds on DACs?,NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, disadvantaged communit*, DAC, groundwater levels, water quality, groundwater quality",No,,,"1. Do they mention impact of groundwater elevation MT on DACs? No
 2. Do they mention impact of water quality MT on DACs? 
3. Do they use quantitative data to describe the harm to DACs of crossing the MT?",
Martha/Sara,,,Tribes,1,"Does the GSP evaluate the cumulative or indirect impacts of proposed groundwater elevetion, ISW and water quality minimum thresholds on Tribes? ",NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, disadvantaged communit*, DAC, tribal, tribe, groundwater levels, water quality, groundwater quality",No,,,"1. Do they mention impact of groundwater elevation MT on Tribes? No
2. Do they mention impact of water quality MT on Tribes?
3. Do they mention impact of ISW MT on Tribes?
4. Do they use quantitative data to describe the harm to DACs of crossing the MT?",
Becky/Sara,,,Ecosystems,1,Does the GSP evaluate the cumulative or indirect impacts of proposed minimum thresholds for groundwater elevations and ISW on GDEs or environmental beneficial users of surface water?,NO: no mention Somewhat: mention vaguely &/ only for one MT section YES: mention in both MT sections and use quantitative data to justify/describe,"minimum threshold, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, environmental beneficial user, instream, groundwater levels, water quality, groundwater quality, depletion of surface water ISW",Somewhat,"Ecological land uses and users
Groundwater elevation MTs protect the groundwater resource and the existing ecological habitats that rely upon it because they are set to avoid significant and unreasonable declines in groundwater levels. As noted above, groundwater level MTs may limit increases in non-de minimis and agricultural groundwater uses. Ecological land uses and users may benefit by this reduction in non-de minimis and agricultural groundwater uses. $$$$
Ecological Land Uses and Users
Although the groundwater quality minimum thresholds do not directly benefit ecological uses, it can be
inferred that the degraded groundwater quality minimum thresholds generally benefit the ecological
water uses in the Basin. Preventing constituents of concern from migrating will prevent unwanted contaminants from impacting ecological groundwater supply.
$$$The MT for Depletion of Interconnected Surface Water is defined to maintain historically observed groundwater elevations.
The practical effect of this GSP for protecting against the Depletion of Interconnected Surface Water MTs is that it encourages minimal long-term net change in groundwater elevations in the vicinity of the Basin streams. Seasonal and drought cycle variations are expected, but during average conditions and over the long-term, beneficial users will have access to adequate volumes of water from the aquifer to service the needs of all water use sectors. The beneficial users of groundwater are protected from undesirable results.
 Ecological Land Uses and Users
Groundwater dependent ecosystems would generally benefit from this MT. Maintaining groundwater levels close to within historically observed ranges will continue to support groundwater dependent ecosystems. More detailed mapping of GDEs, installation of gages in Edna Valley, and development of discharge rating curves for the San Luis Creek gages, all will clarify the effects of these MTs on ecological uses.","Page 8-18/ 8.5.2.4
 Page 8-29 / 8.8.2.4
Page 8-40 / 8.10.2.4","1. Do they mention impact of groundwater elevation MT on GDEs? Yes
2. Do they mention impact of ISW MT on GDEs? Yes
3. Do they use quantitative data to describe the harm of crossing each of the MT? No

A more and thorough explanation is needed when defining MT for GDE",
Sara,,Measurable Objectives,Drinking Water Users,2,Does the GSP consider Drinking Water Users when establishing water quality and groundwater elevation measurable objectives?,NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"drinking water users, domestic, measurable objective, water quality, groundwater quality, contaminent, constituent of concern, COC",No,"Groundwater quality should not be degraded due to actions taken under this GSP and, therefore, the measurable objectives are defined as zero exceedances as a result of groundwater management, in samples from the Water Quality Monitoring Network wells over the 20-year SGMA implementation horizon.",Page 8-30 / 8.8.3,"1. Does the GSP mention Drinking Water Users for water quality MO? No
2. Does the GSP mention Drinking Water Users for groundwater elevation MO? No
3. Do they justify/evaluate the MOs based on Drinking Water users water needs? NO

They have dedicated a small paragraph in each section to MO",
Martha/Sara,,,DACs,2,Does the GSP consider DACs when establishing water quality and groundwater elevation measurable objectives?,NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"measurable objectives, disadvantaged communities, DAC",No,,,"1. Does the GSP mention DACs for groundwater elevation MO? No 
2. Does the GSP mention DACs for ISW MO? No
 3. Do they justify/evaluate the MOs based on DAC water needs?",
Martha/Sara,,,Tribes,2,"Does the GSP consider Tribes when establishing water quality, ISW and groundwater elevation measurable objectives?",NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"measurable objectives, tribal, tribes",No,,,"1. Does the GSP mention Tribes for ISW MO? No
2. Does the GSP mention Tribes for groundwater elevation MO? No
3. Does the GSP mention Tribes for ISW MO? No
4. Do they justify/evaluate the MOs based on Tribal water needs? No",
Becky/Sara,,,Ecosystems,2,Does the GSP consider GDEs when establishing ISW and groundwater elevationmeasurable objectives?,NO: no mention Somewhat: mention vaguely &/ only for one MO section YES: mention in both MO sections and justify/describe,"measurable objectives, groundwater dependent ecosystems, environmental beneficial user",No,,,"1. Does the GSP mention GDEs for ISW MO? No
 2. Does the GSP mention GDEs for groundwater elevation MO? No
 3. Do they justify/evaluate the MOs based on GDE water needs? No",
Meagan,MONITORING NETWORK,,DACs / Tribes / Drinking Water Users,1,"Do the Representative Monitoring Sites (RMS) in the monitoring network adequately represent water quality conditions around DACs, domestic wells, and Tribes (In the case of data gaps, evaluate proposed monitoring sites)? In the notes, please specify whether RMS for each of the contaminents identified in the basin (see line 24). Answer Yes = existing and proposed monitoring wells are adequately distributed across DAC, domestic well, and Tribal areas; Somewhat = existing and proposed RMS do not adequately cover DAC, domestic well, and Tribal portions of the basin; No = Existing and proposed RMS are not available within DAC, domestic well, and Tribal areas.","NO = RMS are not located within one  mile of any DACs, domestic wells, or tribes
Somewhat = RMS are within one mile of at least one DAC, domestic well or tribe
Yes = RMS are within one mile of ALL DAC, domestic and tribal communities within the basin boundary
","water quality, contaminents, COC, data gap, disadvantaged communit*, DAC",Somewhat,,"Figure 7-2, pg 7-10 / Chapter 7","1. How were WQ RMS listed? (CASGEM ID, lat/long, described) Given local ID
2. How many WQ RMS were we able to map? (all, some, none) Point contact is working on getting me WQ well locations
3. Of those mapped, was there a well within 1 mile of DACs? Unable to map, but looking at figur 7-2, some DACs are monitored but there is a large SDAC block group with no monitoring
4.Of those mapped, was there a well within 1 mile of Tribes? N/A
5. Of those mapped, was there a well within 1 mile of domestic wells? Unable to map, but domestic wells seem adequately monitored based on figure 7-2

RMS for chronic water level decline are sparse and not located near severely disadvantaged communities but do represent domestic wells",
Meagan,,,DACs / Tribes / Drinking Water Users,1,"Do the Representative Monitoring Sites (RMS) in the monitoring network adequately represent shallow groundwater elevations around DACs, domestic wells, and Tribes (In the case of data gaps, evaluate proposed monitoring sites). In the notes, please specify any deficiencies in the distribution of representative monitoring sites (RMS). Yes = existing and proposed monitoring wells are adequately distributed across DAC, drinking wells, and tribal areas; Somewhat = existing and proposed RMS do not adequately cover DAC, drinking wells, and tribal portions of the basin; No = Existing and proposed RMS are not available within DAC, drinking wells, and tribal areas.","NO = RMS are not located within a mile of any DACs, domestic wells, or tribes
Somewhat = RMS are within one mile of at least one DAC, domestic well or tribe
Yes = RMS are within one mile of ALL DAC, domestic and tribal communities within the basin boundary
","shallow monitoring well, data gap, disadvantaged communit*, DAC, tribal, tribe",No,,"Figure 7-1, pg 7-7 / Chapter 7","1. How were Elevation RMS listed? (CASGEM ID, lat/long, described) State ID in Table 7-3 
2. How many Elevation RMS were we able to map? (all, some, none) None (emailed point contact, said because they are resiential wells they cant give coordinate data)
3. Of those mapped, was there a well within 1 mile of DACs? Unable to map, but looking at figure 7-1 DACs and SDACs are not part of RMS network
4.Of those mapped, was there a well within 1 mile of Tribes? N/A 
5. Of those mapped, was there a well within 1 mile of domestic wells? Unable to map but looking at figure 7-1, RMS are only located on one side of the basin leaving out the rest of the basin from the RMS network

All 6 RMS are only located in one part of the basin that leave out DACs, SDACs and domestic wells",
Becky,,,Environment,1,Does the GSP include a plan to identify and fill shallow monitoring well data gaps around GDEs and ISWs in the monitoring network?,"No plan in place to identify and fill shallow well data gaps around GDEs and ISWs; no potential plan
  = no
Mention of shallow monitoring data gap and need to fill but no detailed plan in monitoring network or PMAs; contradictory statements in different sections; potential PMA; City is handling it = somewhat
GSP has a clear plan to fill spatial and/or temporal data gaps with regards to GDEs and ISWs in monitoring network section or PMAs
. = yes","shallow monitoring well, data gap, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE ",Yes,"The current assessment of the monitoring networks has identified data gaps that will be filled during the implementation phase of the GSP and prior to the first five-year assessment. These data gaps, consisting of six groundwater level monitoring sites and five surface water flow monitoring sites, are listed in Table 7-2 and Table 7-4 and shown in Figure 7-1 and Figure 7-3.
",Page 7-19 / 7.7; Table 7-2,"1. Is there a plan to fill shallow groundwater wells in the monitoring network section? Yes- Plan to add six groundwater monitoring site to monitor ISWs in monitoring network section
2.And/OR is there a plan to fill shallow groundwater wells in the PMA section? No
",
Becky,,,Environment,2,Does the GSP include any plans to incorporate GDE-related biological monitoring into the monitoring network?,"No plan or mention of biological monitoring 
  = no
Some coordination with other agencies; Mention of the possibility of future biological monitoring/surveys = somewhat
Clear plans for biological monitoring are described; Remote sensing; field surveys, etc. = yes","GDE Pulse, NDVI, normalized difference vegetation index, biologic*, survey, vegetation, fish",Somewhat,"The overall distribution of potential GDEs within the Basin has been initially estimated in the Natural Communities Commonly Associated with Groundwater (NCCAG) dataset (DWR, 2018). This dataset was reviewed by Stillwater Sciences, and a Technical Memo generated (Stillwater Sciences, 2020) that is included as Appendix F, and the resulting distribution of potential GDEs is shown in Figure 5-17. There has been no verification that the locations shown on this map constitute GDEs. Additional field reconnaissance is necessary to verify the existence and extent of these potential GDEs and may be considered as part of the monitoring effort for future planning efforts. && The wells in Table 7-6 used for monitoring of ISW that may support GDEs need to be in locations that are representative of groundwater levels in the riparian zones. A few of the existing wells (SLV-5, SLV-19, EV-11) are not immediately adjacent to their paired stream gage but may have a sufficient hydraulic connection to local riparian conditions to be useful for GDE indicator evaluation. The data for each paired monitoring well and stream gage would be supplemented with field surveys (discussed below), to evaluate the suitability of the monitoring sites. In addition to streamflow and groundwater level monitoring, streamflow surveys are recommended across a range of seasons and water year types to identify losing and gaining reaches with the Basin. Identifying losing and gaining reaches is fundamental to understanding surface water-groundwater connectivity. Losing reaches occur in Basin recharge areas that are typically dry during the summer and late fall. Gaining reaches occur in Basin discharge areas where groundwater is contributing to surface water flow. Groundwater pumping that lowers groundwater levels in an aquifer beneath a creek channel may deplete surface water by either expanding a losing reach or contracting a gaining reach, depending on the depth of the water table and the permeability of the stream bed. The streamflow surveys characterize the extent of gaining and losing reaches and help evaluate depletion of interconnected streamflow. This type of data collection is conducted by measuring instream flow in multiple locations along a reach of creek in a short period of time and examining the loss or gain of stream flow rates along the length of the stream channel.",Page 5-29 / 5.8,"1. Is there a plan in place for biological monitoring, including but not limited to field surveys, remote sensing (NDMI, NDVI), aerial photographs? Somewhat - Mention of field surveys, but no specific plan in place. The surveys seem to be more geared towards ISW monitoring, but this plays an important role in understanding GDEs. ",
Sara,PROJECTS & MANAGEMENT ACTIONS,,Environment,2,Does the GSP include any recharge projects with explicit benefits to the environment?,"NO = no recharge &/no mention of benefits, &/ on-going project without coordination. SOMEWHAT = benefits to environment generally &/or on-going project with coordination &/or proposed project;  YES = explicit benefits to environment & the GSPs implementing;","recharge, managed aquifer recharge, MAR, multi-benefit recharge",Yes,"The seven projects evaluated as part of the GSP are described in detail in Chapter 9 (Projects
and Management Actions) and included:
9.4.7. Price Canyon Discharge Relocation
Sentinel Peak Resources LLC (Sentinel Peak) is an energy company that operates a well field that
extracts petroleum hydrocarbons from an area approximately 1-2 miles southwest of Edna Valley in
Price Canyon. Sentinel Peak owns and operates a water reclamation facility that treats water to
(CSLRCD, 2014) tertiary standards and has an NPDES permit to discharge into Pismo Creek about 1
mile southwest of Highway 227 near Price Canyon Road. The discharge permit is primarily provided for
increased flow in Pismo Creek and wildlife propagation with a secondary benefit to agriculture.
The proposed project would change the current point of discharge by about 3.5 miles to the upper
portion of West Corral de Piedras Creek in the Edna Valley. The new discharge point would be
approximately 1 mile east of Orcutt Road. The project would provide increased benefit to fisheries from
increased streamflow,","Page 9-23, 9.4.7","1. Are there projects that involve groundwater recharge? Yes
2. Do those projects list explicit benefits to the environment? Yes
3. Are the projects new, on-going or proposed? Mitigated Negative Dec Completed in 2015/ Feasibility study is 0-1 years and design 1 to 3 years.
4. Are the projects implemented by the GSP or others? By GSA and others (The public notice and outreach associated with this project would occur through GSA, GSC and/or future governance structure public meetings. If CEQA is required, the project will follow the public noticing requirements required by CEQA.)
5. If others, is the GSP coordinating with the others in implementation? Negotiations between Sentinel Peak and representatives from the Edna Valley Growers MWC have been ongoing throughout the development of this GSP.
This discharge permit is primarily provided for increased flow in Pismo Creek and wildlife propagation it will also benefit fisheries. On table 9-3 they have mentioned all their projects will benefit the environment somehow but this project is the most beneficial one. They haven't specifically stated who will implement this projct.",
Sara,,,Environment,2,"Does the GSP include any habitat or stream restoration or invasive species removal projects (e.g., to improve water supply in the basin or GDE habitats)?",NO = on-going project without coordination. SOMEWHAT = on-going project with coordination &/or proposed project;  YES = the GSPs implementing;,"invasive species, habitat",No,,,"If yes to projects:
1. Are the projects new, on-going or proposed? No
2. Are the projects implemented by the GSP or others?  No
3. If others, is the GSP coordinating with the others in implementation? No
No mention of invasive habitat removal or stream restoration",
